id_venda,curso,valor,idade,cidade,forma_pagamento,avaliacao,status,data_venda
2337,Python,739.18,19,Salvador,Cartão,4,Concluído,2025-12-27
2338,Python,908.53,44,Vitória da Conquista,Cartão,4,Concluído,2025-03-11
2339,Python,350.5,48,Feira de Santana,Boleto,2,Cancelado,2025-11-09
2340,Python,395.19,64,Vitória da Conquista,Cartão,1,Concluído,2025-09-24
2341,Python,686.65,51,Feira de Santana,Cartão,3,Em andamento,2025-05-04
2342,Python,180.98,44,Salvador,PIX,5,Cancelado,2025-07-11
2343,Power BI,105.52,22,Salvador,PIX,5,Concluído,2025-01-31
2344,Python,182.22,54,Vitória da Conquista,Cartão,5,Concluído,2025-08-26
2345,Python,897.22,24,Salvador,PIX,2,Concluído,2025-01-23
2346,Excel,769.38,32,Camaçari,Cartão,5,Concluído,2025-01-23
2347,Power BI,129.45,22,Camaçari,Boleto,3,Em andamento,2025-01-03
2348,Excel,961.18,34,Salvador,Boleto,5,Em andamento,2025-10-15
2349,SQL,740.14,62,Vitória da Conquista,Cartão,2,Em andamento,2025-09-25
2350,Python,521.39,55,Lauro de Freitas,Boleto,2,Em andamento,2025-07-31
2351,Power BI,410.05,56,Vitória da Conquista,PIX,4,Em andamento,2025-07-31
2352,Excel,852.6,23,Lauro de Freitas,Boleto,5,Cancelado,2025-08-31
2353,Excel,281.87,37,Lauro de Freitas,Cartão,2,Cancelado,2025-02-06
2354,Excel,131.87,39,Salvador,Cartão,3,Em andamento,2025-12-06
2355,Python,649.6,32,Feira de Santana,Cartão,4,Em andamento,2025-04-20
2356,Python,973.64,64,Vitória da Conquista,PIX,3,Concluído,2025-05-04
2357,Python,403.56,27,Camaçari,Boleto,1,Concluído,2025-05-20
2358,Power BI,981.01,45,Salvador,Boleto,4,Concluído,2025-10-29
2359,Python,593.06,63,Vitória da Conquista,PIX,5,Concluído,2025-10-08
2360,Excel,373.18,29,Vitória da Conquista,Cartão,4,Cancelado,2025-11-19
2361,C#,972.04,37,Camaçari,Cartão,5,Concluído,2025-06-21
2362,Excel,147.67,46,Vitória da Conquista,Boleto,1,Concluído,2025-08-18
2363,Python,657.79,40,Salvador,PIX,4,Concluído,2025-10-17
2364,Python,264.4,18,Lauro de Freitas,Cartão,5,Cancelado,2025-06-16
2365,Python,196.33,49,Vitória da Conquista,Boleto,1,Em andamento,2025-11-04
2366,SQL,191.45,32,Salvador,Cartão,1,Concluído,2025-09-17
2367,Excel,947.16,24,Lauro de Freitas,Boleto,1,Concluído,2025-06-01
2368,Power BI,733.64,46,Camaçari,Cartão,2,Concluído,2025-01-13
2369,Python,465.41,57,Vitória da Conquista,Cartão,3,Em andamento,2025-05-18
2370,Python,728.67,23,Feira de Santana,Cartão,1,Em andamento,2025-04-04
2371,Excel,493.86,38,Lauro de Freitas,PIX,1,Concluído,2025-08-02
2372,Power BI,783.49,62,Salvador,Cartão,3,Concluído,2025-04-20
2373,Excel,876.44,29,Vitória da Conquista,Boleto,5,Concluído,2025-11-21
2374,Excel,901.44,39,Salvador,PIX,3,Concluído,2025-09-10
2375,Power BI,189.8,46,Feira de Santana,Cartão,4,Concluído,2025-01-26
2376,Java,937.58,63,Lauro de Freitas,Boleto,3,Concluído,2025-04-29
2377,Python,699.68,22,Salvador,Cartão,4,Concluído,2025-12-13
2378,Excel,659.74,37,Salvador,Cartão,5,Concluído,2025-05-23
2379,Python,413.29,20,Feira de Santana,PIX,1,Concluído,2025-12-24
2380,Python,974.97,36,Salvador,Cartão,5,Concluído,2025-11-11
2381,SQL,918.77,32,Vitória da Conquista,Boleto,5,Em andamento,2025-10-07
2382,Power BI,423.16,33,Vitória da Conquista,Boleto,5,Concluído,2025-01-24
2383,Excel,425.11,22,Salvador,Cartão,4,Cancelado,2025-10-19
2384,Python,946.41,18,Salvador,PIX,5,Concluído,2025-10-08
2385,Python,152.81,52,Camaçari,Boleto,4,Concluído,2025-01-23
2386,Power BI,800.36,33,Camaçari,Boleto,3,Em andamento,2025-03-06
2387,Java,744.89,31,Feira de Santana,Boleto,3,Concluído,2025-12-24
2388,Python,966.76,41,Feira de Santana,Cartão,1,Concluído,2025-08-23
2389,Power BI,439.18,28,Vitória da Conquista,PIX,1,Concluído,2025-11-21
2390,Python,413.04,18,Salvador,PIX,2,Cancelado,2025-06-10
2391,Excel,329.49,43,Feira de Santana,PIX,1,Concluído,2025-05-11
2392,Power BI,265.29,21,Feira de Santana,Boleto,5,Em andamento,2025-03-18
2393,Python,296.85,32,Vitória da Conquista,PIX,1,Concluído,2025-01-17
2394,Power BI,614.09,59,Camaçari,Boleto,1,Concluído,2025-01-03
2395,Python,673.39,52,Lauro de Freitas,PIX,5,Concluído,2025-01-08
2396,Python,236.22,25,Salvador,PIX,4,Concluído,2025-03-11
2397,Python,654.54,18,Vitória da Conquista,Boleto,3,Cancelado,2025-08-22
2398,Python,400.57,54,Lauro de Freitas,Boleto,4,Concluído,2025-10-17
2399,Python,874.53,23,Feira de Santana,Boleto,5,Em andamento,2025-06-09
2400,Python,250.64,20,Feira de Santana,Cartão,4,Em andamento,2025-04-02
2401,Python,817.51,62,Feira de Santana,PIX,3,Concluído,2025-04-06
2402,Excel,169.86,47,Camaçari,Cartão,5,Concluído,2025-08-16
2403,Excel,202.98,40,Feira de Santana,Cartão,5,Concluído,2025-04-07
2404,Python,488.2,28,Salvador,Boleto,5,Em andamento,2025-03-29
2405,Python,160.67,51,Salvador,Boleto,5,Cancelado,2025-01-03
2406,Python,717.66,54,Salvador,PIX,1,Em andamento,2025-09-15
2407,Power BI,492.78,52,Vitória da Conquista,PIX,5,Concluído,2025-10-29
2408,Python,892.55,54,Camaçari,Boleto,4,Concluído,2025-12-20
2409,SQL,184.68,53,Lauro de Freitas,Cartão,1,Em andamento,2025-06-23
2410,Excel,925.35,48,Lauro de Freitas,Boleto,5,Em andamento,2025-02-04
2411,Python,592.64,42,Lauro de Freitas,Cartão,5,Cancelado,2025-09-03
2412,Power BI,909.19,50,Vitória da Conquista,PIX,3,Em andamento,2025-12-03
2413,Python,186.28,50,Feira de Santana,Cartão,4,Concluído,2025-01-28
2414,Python,259.77,31,Lauro de Freitas,PIX,5,Concluído,2025-04-28
2415,Python,221.64,27,Salvador,PIX,1,Concluído,2025-09-07
2416,SQL,988.56,59,Feira de Santana,Boleto,2,Cancelado,2025-09-26
2417,Python,772.9,22,Camaçari,PIX,5,Concluído,2025-04-11
2418,Power BI,730.89,61,Feira de Santana,Boleto,1,Concluído,2025-11-21
2419,SQL,286.97,21,Vitória da Conquista,Boleto,2,Concluído,2025-03-09
2420,SQL,217.43,46,Camaçari,PIX,2,Em andamento,2025-02-22
2421,SQL,319.23,63,Feira de Santana,Cartão,2,Concluído,2025-08-02
2422,Power BI,401.82,21,Camaçari,PIX,4,Concluído,2025-12-16
2423,Python,985.83,21,Vitória da Conquista,Boleto,5,Concluído,2025-08-14
2424,Excel,511.13,40,Camaçari,Boleto,1,Concluído,2025-04-25
2425,Python,218.72,22,Salvador,Boleto,2,Cancelado,2025-02-15
2426,Python,474.04,61,Salvador,PIX,3,Concluído,2025-11-08
2427,Python,136.69,28,Lauro de Freitas,Boleto,5,Concluído,2025-01-15
2428,Power BI,337.2,65,Lauro de Freitas,PIX,1,Concluído,2025-07-20
2429,Power BI,245.88,54,Salvador,Cartão,1,Concluído,2025-01-08
2430,Python,550.88,41,Camaçari,Boleto,3,Cancelado,2025-08-02
2431,SQL,857.19,43,Camaçari,Cartão,4,Concluído,2025-07-21
2432,Python,936.78,23,Lauro de Freitas,Boleto,4,Concluído,2025-01-31
2433,Python,372.78,36,Vitória da Conquista,PIX,1,Concluído,2025-08-09
2434,Power BI,452.26,30,Vitória da Conquista,Boleto,2,Em andamento,2025-10-18
2435,Python,475.05,18,Vitória da Conquista,Boleto,5,Concluído,2025-08-21
2436,Excel,270.7,28,Camaçari,Cartão,4,Em andamento,2025-03-02
2437,Python,179.51,27,Vitória da Conquista,Cartão,4,Em andamento,2025-06-25
2438,Python,946.65,53,Vitória da Conquista,PIX,2,Concluído,2025-09-21
2439,Python,865.04,58,Salvador,Boleto,4,Cancelado,2025-11-01
2440,SQL,955.23,57,Salvador,Boleto,5,Cancelado,2025-03-17
2441,Python,675.42,64,Vitória da Conquista,Boleto,1,Em andamento,2025-10-20
2442,Python,714.33,34,Feira de Santana,Cartão,5,Concluído,2025-05-03
2443,Excel,898.53,64,Vitória da Conquista,PIX,2,Em andamento,2025-12-08
2444,Python,151.74,52,Feira de Santana,Cartão,2,Concluído,2025-04-14
2445,SQL,954.33,20,Feira de Santana,Cartão,1,Em andamento,2025-07-07
2446,Python,863.41,51,Camaçari,PIX,1,Concluído,2025-05-17
2447,SQL,432.72,47,Camaçari,Boleto,5,Em andamento,2025-09-13
2448,Python,397.64,47,Camaçari,Boleto,3,Em andamento,2025-11-22
2449,Excel,401.85,30,Vitória da Conquista,Cartão,4,Concluído,2025-08-30
2450,C#,991.92,35,Camaçari,PIX,5,Em andamento,2025-07-15
2451,Excel,965.95,22,Camaçari,Cartão,3,Concluído,2025-04-01
2452,Excel,408.83,41,Salvador,Boleto,1,Concluído,2025-11-13
2453,SQL,925.26,37,Lauro de Freitas,Cartão,3,Concluído,2025-07-24
2454,Python,636.25,38,Vitória da Conquista,Boleto,4,Concluído,2025-08-17
2455,Python,263.45,33,Salvador,PIX,3,Concluído,2025-07-08
2456,Python,799.13,55,Salvador,PIX,2,Concluído,2025-05-27
2457,Python,147.28,60,Vitória da Conquista,Boleto,5,Concluído,2025-05-07
2458,Power BI,813.27,28,Camaçari,Cartão,3,Em andamento,2025-06-08
2459,Python,292.04,21,Camaçari,Boleto,4,Concluído,2025-08-23
2460,Power BI,303.3,61,Salvador,Cartão,5,Concluído,2025-03-04
2461,Excel,546.01,51,Vitória da Conquista,Cartão,2,Cancelado,2025-02-10
2462,Python,431.42,53,Camaçari,Cartão,5,Concluído,2025-03-22
2463,Python,288.1,60,Vitória da Conquista,Boleto,2,Concluído,2025-09-16
2464,Excel,817.66,34,Vitória da Conquista,Boleto,4,Concluído,2025-09-12
2465,Python,274.5,28,Salvador,Boleto,5,Concluído,2025-06-24
2466,Python,887.68,27,Feira de Santana,PIX,4,Concluído,2025-10-23
2467,Python,486.88,61,Vitória da Conquista,PIX,2,Concluído,2025-01-02
2468,Excel,200.23,21,Salvador,Boleto,3,Em andamento,2025-08-13
2469,Python,939.09,22,Salvador,PIX,3,Concluído,2025-12-04
2470,Java,985.58,20,Salvador,Cartão,4,Em andamento,2025-04-02
2471,Python,756.44,22,Vitória da Conquista,Cartão,3,Concluído,2025-04-10
2472,Excel,207.82,19,Lauro de Freitas,PIX,2,Cancelado,2025-12-21
2473,Excel,812.48,31,Camaçari,Boleto,1,Concluído,2025-03-26
2474,SQL,917.49,30,Salvador,Cartão,4,Concluído,2025-06-29
2475,Python,738.17,51,Camaçari,Cartão,1,Concluído,2025-04-06
2476,Power BI,617.95,58,Camaçari,Cartão,3,Concluído,2025-07-11
2477,Python,969.62,40,Feira de Santana,Cartão,2,Concluído,2025-11-24
2478,Power BI,723.8,46,Feira de Santana,Boleto,5,Concluído,2025-09-25
2479,Excel,642.95,29,Salvador,PIX,3,Em andamento,2025-12-20
2480,Python,724.04,32,Vitória da Conquista,Cartão,2,Concluído,2025-08-07
2481,Excel,178.3,40,Salvador,PIX,4,Concluído,2025-01-26
2482,Python,596.0,47,Salvador,Boleto,2,Concluído,2025-09-12
2483,Python,809.02,25,Lauro de Freitas,Cartão,2,Concluído,2025-02-20
2484,Excel,112.64,25,Feira de Santana,PIX,1,Concluído,2025-10-11
2485,Power BI,299.94,53,Lauro de Freitas,Boleto,2,Em andamento,2025-09-10
2486,Python,699.5,58,Camaçari,Boleto,3,Concluído,2025-05-13
2487,Excel,801.32,48,Feira de Santana,PIX,4,Em andamento,2025-03-09
2488,Python,230.53,31,Feira de Santana,Cartão,2,Cancelado,2025-09-18
2489,Python,115.1,24,Lauro de Freitas,PIX,3,Cancelado,2025-06-27
2490,Python,604.09,60,Lauro de Freitas,Cartão,2,Concluído,2025-07-01
2491,Excel,464.42,42,Feira de Santana,Boleto,3,Concluído,2025-12-02
2492,Power BI,144.28,42,Feira de Santana,Boleto,4,Em andamento,2025-05-06
2493,Python,159.9,59,Salvador,Boleto,1,Concluído,2025-12-17
2494,Power BI,813.58,35,Salvador,Cartão,1,Concluído,2025-06-11
2495,Power BI,306.1,53,Vitória da Conquista,Cartão,5,Concluído,2025-01-07
2496,Python,899.53,22,Feira de Santana,PIX,2,Concluído,2025-01-30
2497,Python,557.75,36,Camaçari,Cartão,5,Em andamento,2025-08-31
2498,Excel,691.07,42,Salvador,PIX,3,Em andamento,2025-01-24
2499,Power BI,425.28,34,Lauro de Freitas,Cartão,2,Cancelado,2025-12-04
2500,Python,160.46,23,Camaçari,Boleto,3,Concluído,2025-10-17
2501,Python,789.68,61,Vitória da Conquista,PIX,4,Concluído,2025-10-19
2502,SQL,939.91,23,Lauro de Freitas,Boleto,4,Concluído,2025-04-19
2503,Excel,631.74,46,Lauro de Freitas,PIX,3,Em andamento,2025-01-31
2504,Python,529.34,18,Feira de Santana,Cartão,3,Concluído,2025-03-23
2505,Python,699.9,22,Lauro de Freitas,Boleto,4,Concluído,2025-12-05
2506,Python,180.72,37,Salvador,Cartão,5,Concluído,2025-08-09
2507,Excel,915.24,57,Camaçari,PIX,5,Concluído,2025-08-21
2508,Excel,465.29,54,Lauro de Freitas,PIX,2,Concluído,2025-08-07
2509,Power BI,541.39,48,Feira de Santana,Cartão,5,Cancelado,2025-04-05
2510,Python,218.57,59,Camaçari,Boleto,1,Concluído,2025-06-23
2511,SQL,725.81,51,Lauro de Freitas,Boleto,4,Concluído,2025-08-04
2512,Python,417.08,58,Feira de Santana,Boleto,5,Cancelado,2025-12-24
2513,SQL,723.57,30,Salvador,Boleto,1,Concluído,2025-07-15
2514,Excel,395.83,30,Salvador,Boleto,5,Concluído,2025-04-04
2515,Python,309.76,27,Salvador,Cartão,1,Concluído,2025-06-30
2516,Power BI,857.85,40,Camaçari,PIX,3,Cancelado,2025-10-16
2517,Power BI,675.98,36,Camaçari,Cartão,1,Concluído,2025-08-04
2518,Excel,971.25,47,Camaçari,PIX,3,Concluído,2025-08-11
2519,Python,546.67,37,Lauro de Freitas,PIX,5,Concluído,2025-06-08
2520,Python,896.23,23,Camaçari,Cartão,4,Em andamento,2025-08-07
2521,Python,721.46,20,Vitória da Conquista,PIX,1,Concluído,2025-05-06
2522,Power BI,417.6,62,Feira de Santana,PIX,2,Concluído,2025-07-17
2523,Python,977.45,54,Camaçari,Boleto,2,Cancelado,2025-08-14
2524,Excel,171.07,58,Lauro de Freitas,Boleto,3,Concluído,2025-12-23
2525,Python,442.04,38,Feira de Santana,Cartão,3,Concluído,2025-01-05
2526,Python,261.22,40,Salvador,Cartão,5,Concluído,2025-07-31
2527,Python,706.88,45,Vitória da Conquista,Cartão,1,Em andamento,2025-11-11
2528,Python,360.88,51,Lauro de Freitas,Boleto,5,Em andamento,2025-11-10
2529,Java,454.02,36,Camaçari,Boleto,4,Concluído,2025-06-19
2530,SQL,778.25,36,Feira de Santana,PIX,3,Em andamento,2025-06-06
2531,Python,650.69,43,Lauro de Freitas,Boleto,5,Concluído,2025-11-08
2532,Python,318.11,63,Vitória da Conquista,PIX,5,Concluído,2025-04-26
2533,Excel,617.33,35,Camaçari,PIX,1,Concluído,2025-12-13
2534,Python,852.99,62,Lauro de Freitas,Cartão,2,Concluído,2025-10-31
2535,Excel,395.27,44,Feira de Santana,Boleto,4,Em andamento,2025-04-22
2536,C#,989.39,60,Lauro de Freitas,Boleto,5,Concluído,2025-05-19
2537,Java,189.68,28,Salvador,Cartão,5,Concluído,2025-02-01
2538,Excel,722.04,25,Camaçari,Cartão,4,Concluído,2025-09-23
2539,Excel,412.87,36,Camaçari,PIX,3,Concluído,2025-10-27
2540,Excel,218.62,26,Salvador,Cartão,1,Concluído,2025-05-23
2541,Power BI,609.92,37,Camaçari,Cartão,2,Em andamento,2025-04-25
2542,SQL,609.82,19,Feira de Santana,Boleto,3,Concluído,2025-02-28
2543,Excel,283.54,47,Vitória da Conquista,PIX,3,Concluído,2025-11-01
2544,Power BI,452.35,39,Lauro de Freitas,PIX,4,Cancelado,2025-10-12
2545,Excel,945.83,23,Lauro de Freitas,Boleto,2,Cancelado,2025-05-14
2546,Excel,735.13,53,Vitória da Conquista,Cartão,3,Em andamento,2025-07-23
2547,Python,449.0,23,Salvador,Cartão,5,Concluído,2025-01-25
2548,Python,896.42,36,Feira de Santana,Cartão,4,Concluído,2025-12-10
2549,Python,766.68,20,Feira de Santana,Cartão,3,Concluído,2025-04-04
2550,Python,338.51,31,Salvador,Cartão,3,Concluído,2025-08-19
2551,Excel,742.69,44,Lauro de Freitas,Boleto,4,Em andamento,2025-10-04
2552,Python,847.98,20,Lauro de Freitas,Boleto,3,Em andamento,2025-03-14
2553,SQL,612.07,35,Camaçari,Boleto,1,Concluído,2025-12-01
2554,Python,180.6,60,Camaçari,PIX,3,Concluído,2025-05-15
2555,Python,269.39,20,Vitória da Conquista,Cartão,3,Concluído,2025-04-27
2556,Python,582.81,41,Salvador,Cartão,2,Em andamento,2025-11-09
2557,Power BI,949.79,45,Camaçari,PIX,2,Concluído,2025-06-22
2558,Excel,756.75,28,Feira de Santana,Cartão,2,Concluído,2025-03-20
2559,Python,661.15,32,Salvador,Cartão,1,Concluído,2025-07-25
2560,Python,616.16,24,Feira de Santana,Cartão,1,Concluído,2025-04-23
2561,Python,277.44,44,Camaçari,PIX,1,Em andamento,2025-03-04
2562,Excel,703.19,45,Camaçari,PIX,1,Concluído,2025-08-07
2563,Power BI,227.7,48,Lauro de Freitas,Boleto,3,Em andamento,2025-06-11
2564,Python,324.11,65,Salvador,Cartão,3,Concluído,2025-04-18
2565,Python,150.35,29,Feira de Santana,Boleto,5,Concluído,2025-05-13
2566,Python,834.36,28,Feira de Santana,Cartão,2,Concluído,2025-03-09
2567,Python,141.9,52,Vitória da Conquista,PIX,1,Cancelado,2025-10-25
2568,Python,828.45,19,Salvador,PIX,2,Cancelado,2025-12-05
2569,Power BI,817.26,36,Salvador,PIX,1,Concluído,2025-07-31
2570,Power BI,924.56,34,Lauro de Freitas,PIX,1,Em andamento,2025-09-01
2571,Python,677.87,62,Camaçari,PIX,3,Concluído,2025-11-15
2572,SQL,807.89,56,Feira de Santana,PIX,1,Concluído,2025-11-24
2573,Java,587.36,52,Camaçari,Cartão,4,Concluído,2025-06-23
2574,SQL,555.11,22,Feira de Santana,Cartão,3,Concluído,2025-10-27
2575,SQL,803.65,39,Camaçari,PIX,5,Concluído,2025-05-11
2576,Excel,923.27,64,Feira de Santana,Cartão,4,Concluído,2025-04-07
2577,Python,506.13,22,Feira de Santana,Cartão,2,Concluído,2025-01-25
2578,Python,207.2,47,Lauro de Freitas,Cartão,2,Em andamento,2025-12-19
2579,Python,597.42,65,Lauro de Freitas,Cartão,1,Concluído,2025-01-26
2580,Python,876.56,49,Vitória da Conquista,Boleto,1,Em andamento,2025-04-26
2581,Power BI,638.34,40,Salvador,Boleto,5,Concluído,2025-12-22
2582,Excel,419.36,56,Vitória da Conquista,Boleto,1,Concluído,2025-03-30
2583,Power BI,257.85,49,Camaçari,Boleto,3,Concluído,2025-10-13
2584,Python,508.86,28,Salvador,PIX,3,Concluído,2025-02-27
2585,Power BI,438.01,42,Vitória da Conquista,Boleto,3,Concluído,2025-11-27
2586,Python,444.15,30,Feira de Santana,Boleto,1,Em andamento,2025-04-11
2587,Python,282.02,36,Vitória da Conquista,PIX,4,Em andamento,2025-01-10
2588,Python,374.16,51,Camaçari,Boleto,5,Concluído,2025-06-19
2589,Python,110.47,47,Salvador,Cartão,1,Em andamento,2025-11-11
2590,SQL,714.7,50,Vitória da Conquista,Cartão,5,Em andamento,2025-06-10
2591,SQL,270.42,61,Camaçari,PIX,3,Concluído,2025-04-04
2592,Python,457.43,58,Feira de Santana,Cartão,5,Em andamento,2025-08-01
2593,Excel,309.75,29,Camaçari,PIX,4,Concluído,2025-03-29
2594,Python,243.92,40,Lauro de Freitas,Cartão,1,Concluído,2025-07-24
2595,Python,414.26,23,Feira de Santana,Boleto,2,Concluído,2025-07-08
2596,Python,615.33,28,Feira de Santana,Boleto,3,Concluído,2025-06-15
2597,Python,931.55,44,Feira de Santana,Cartão,2,Concluído,2025-06-11
2598,Excel,781.61,62,Lauro de Freitas,PIX,2,Concluído,2025-08-26
2599,Java,701.44,27,Camaçari,Cartão,5,Em andamento,2025-12-07
2600,Power BI,787.45,29,Salvador,PIX,4,Concluído,2025-12-06
2601,Python,333.19,50,Salvador,Boleto,5,Concluído,2025-04-10
2602,Python,284.19,24,Feira de Santana,Boleto,5,Em andamento,2025-01-21
2603,Python,139.15,54,Lauro de Freitas,Cartão,2,Concluído,2025-11-25
2604,Excel,175.24,27,Salvador,Cartão,1,Concluído,2025-06-01
2605,Java,560.13,25,Vitória da Conquista,Boleto,2,Em andamento,2025-10-06
2606,Python,475.34,49,Camaçari,PIX,1,Concluído,2025-10-26
2607,Python,198.66,38,Vitória da Conquista,Boleto,5,Concluído,2025-06-08
2608,Python,989.84,26,Salvador,Cartão,4,Concluído,2025-09-15
2609,Python,923.91,49,Camaçari,Boleto,5,Concluído,2025-06-10
2610,Python,568.6,65,Camaçari,Boleto,4,Concluído,2025-07-24
2611,Excel,773.94,65,Salvador,Boleto,4,Em andamento,2025-04-22
2612,Excel,366.47,29,Salvador,Boleto,2,Em andamento,2025-08-12
2613,Java,827.7,29,Salvador,Cartão,2,Concluído,2025-12-20
2614,Python,157.47,36,Feira de Santana,Boleto,3,Concluído,2025-02-27
2615,Power BI,353.16,49,Lauro de Freitas,Boleto,1,Concluído,2025-11-11
2616,Excel,501.76,44,Lauro de Freitas,Boleto,5,Cancelado,2025-05-23
2617,Python,617.73,51,Salvador,Boleto,2,Concluído,2025-04-12
2618,Python,199.7,53,Salvador,Cartão,2,Em andamento,2025-08-05
2619,Python,468.74,65,Feira de Santana,Boleto,1,Concluído,2025-06-28
2620,Python,942.52,65,Feira de Santana,Boleto,3,Concluído,2025-07-22
2621,Python,269.6,24,Salvador,PIX,1,Concluído,2025-04-02
2622,Python,343.04,51,Feira de Santana,Boleto,1,Cancelado,2025-10-11
2623,Python,720.1,44,Lauro de Freitas,Cartão,5,Em andamento,2025-02-01
2624,C#,153.58,43,Lauro de Freitas,Boleto,4,Concluído,2025-08-23
2625,Python,780.56,33,Feira de Santana,Cartão,5,Cancelado,2025-04-16
2626,Python,893.71,50,Lauro de Freitas,PIX,2,Concluído,2025-09-05
2627,Python,466.66,65,Salvador,Boleto,3,Concluído,2025-11-20
2628,Python,967.03,43,Feira de Santana,PIX,4,Concluído,2025-08-11
2629,Excel,596.83,24,Salvador,Cartão,2,Concluído,2025-09-16
2630,Power BI,811.89,30,Feira de Santana,Boleto,5,Concluído,2025-12-11
2631,SQL,586.41,50,Feira de Santana,PIX,2,Concluído,2025-11-04
2632,Python,755.39,22,Lauro de Freitas,PIX,3,Em andamento,2025-12-25
2633,Power BI,117.71,48,Camaçari,PIX,1,Em andamento,2025-08-05
2634,SQL,779.87,64,Vitória da Conquista,Boleto,2,Concluído,2025-10-03
2635,Power BI,570.28,59,Vitória da Conquista,Cartão,1,Concluído,2025-08-28
2636,Power BI,645.93,44,Salvador,PIX,5,Em andamento,2025-06-30
2637,Power BI,972.84,44,Lauro de Freitas,Boleto,2,Concluído,2025-06-03
2638,Excel,414.85,49,Feira de Santana,Boleto,1,Cancelado,2025-03-19
2639,Power BI,731.25,42,Vitória da Conquista,Boleto,4,Concluído,2025-03-29
2640,Python,650.37,40,Lauro de Freitas,Cartão,2,Concluído,2025-04-15
2641,Power BI,377.14,50,Lauro de Freitas,Boleto,2,Concluído,2025-04-25
2642,Python,642.01,60,Camaçari,Boleto,1,Em andamento,2025-06-02
2643,Python,897.83,55,Lauro de Freitas,Cartão,4,Concluído,2025-09-01
2644,Excel,228.35,57,Camaçari,PIX,5,Cancelado,2025-06-05
2645,SQL,156.54,46,Lauro de Freitas,Boleto,4,Concluído,2025-10-15
2646,Java,103.36,56,Camaçari,PIX,4,Concluído,2025-06-30
2647,Excel,716.93,54,Vitória da Conquista,PIX,3,Concluído,2025-09-18
2648,Python,274.09,56,Lauro de Freitas,PIX,1,Concluído,2025-05-05
2649,Python,359.98,47,Lauro de Freitas,Boleto,3,Concluído,2025-10-25
2650,Python,582.69,52,Salvador,PIX,3,Em andamento,2025-10-01
2651,Python,125.06,36,Vitória da Conquista,Cartão,5,Concluído,2025-11-24
2652,Excel,563.19,43,Salvador,PIX,2,Concluído,2025-01-17
2653,Power BI,247.52,26,Camaçari,Cartão,4,Concluído,2025-10-11
2654,Power BI,641.55,21,Salvador,Boleto,2,Concluído,2025-05-10
2655,Python,422.61,24,Feira de Santana,Cartão,5,Em andamento,2025-10-21
2656,Java,599.89,60,Salvador,PIX,4,Concluído,2025-10-04
2657,Excel,595.86,57,Lauro de Freitas,Boleto,4,Concluído,2025-02-24
2658,Python,597.9,44,Feira de Santana,Cartão,2,Cancelado,2025-08-17
2659,Python,809.37,18,Salvador,Cartão,2,Concluído,2025-06-26
2660,Power BI,748.08,61,Camaçari,Cartão,5,Em andamento,2025-11-02
2661,Python,420.2,31,Salvador,PIX,4,Concluído,2025-10-13
2662,Python,334.85,54,Feira de Santana,PIX,5,Em andamento,2025-05-31
2663,Excel,488.69,54,Salvador,Boleto,4,Cancelado,2025-01-10
2664,Power BI,688.16,51,Camaçari,Cartão,4,Em andamento,2025-01-18
2665,Power BI,128.01,58,Feira de Santana,PIX,3,Em andamento,2025-03-04
2666,Excel,142.74,35,Vitória da Conquista,PIX,3,Concluído,2025-11-01
2667,Python,944.23,43,Camaçari,PIX,3,Cancelado,2025-10-14
2668,Python,912.05,43,Vitória da Conquista,Cartão,3,Cancelado,2025-07-13
2669,SQL,227.49,26,Salvador,PIX,3,Concluído,2025-08-12
2670,Excel,884.92,26,Vitória da Conquista,PIX,2,Concluído,2025-04-03
2671,Python,212.3,18,Vitória da Conquista,Cartão,2,Cancelado,2025-11-28
2672,SQL,693.82,46,Salvador,PIX,4,Concluído,2025-07-19
2673,Python,373.12,36,Vitória da Conquista,PIX,5,Concluído,2025-08-12
2674,Python,393.53,24,Feira de Santana,Boleto,2,Concluído,2025-09-08
2675,Python,847.29,26,Vitória da Conquista,PIX,3,Concluído,2025-03-27
2676,Python,731.27,56,Salvador,Cartão,2,Concluído,2025-12-04
2677,Python,266.25,23,Salvador,Boleto,4,Concluído,2025-11-24
2678,Excel,228.77,47,Camaçari,Cartão,4,Em andamento,2025-10-02
2679,Power BI,678.18,64,Feira de Santana,Boleto,3,Concluído,2025-12-31
2680,Excel,707.5,53,Vitória da Conquista,Cartão,2,Concluído,2025-06-06
2681,Python,253.18,40,Feira de Santana,Boleto,3,Concluído,2025-03-01
2682,Power BI,979.65,38,Camaçari,PIX,5,Concluído,2025-02-04
2683,Power BI,149.17,21,Lauro de Freitas,Boleto,1,Concluído,2025-11-03
2684,Python,183.37,46,Camaçari,PIX,3,Concluído,2025-07-07
2685,Python,674.67,40,Feira de Santana,PIX,4,Em andamento,2025-06-01
2686,Python,200.82,47,Salvador,PIX,5,Concluído,2025-10-20
2687,Power BI,513.42,34,Vitória da Conquista,Boleto,2,Concluído,2025-04-29
2688,Power BI,539.4,52,Salvador,Cartão,2,Concluído,2025-04-22
2689,Java,479.06,22,Feira de Santana,Cartão,5,Cancelado,2025-04-04
2690,Python,484.31,20,Lauro de Freitas,PIX,5,Concluído,2025-03-31
2691,Excel,830.78,53,Salvador,PIX,2,Concluído,2025-09-01
