id_pedido,data_pedido,categoria,produto,preco_unitario,quantidade,desconto,valor_total,cidade,forma_pagamento,status_pedido,avaliacao_cliente
2522,2025-06-16,Escritório,Impressora,7201.73,4,0.17,23909.74,Recife,Cartão de Crédito,Entregue,2
2523,2025-05-23,Escritório,Impressora,7568.31,2,0.03,14682.52,Curitiba,Cartão de Crédito,Entregue,2
2524,2025-10-17,Casa,Air Fryer,5691.57,3,0.09,15537.99,Recife,PIX,Cancelado,4
2525,2025-08-08,Escritório,Mesa,4916.63,3,0.25,11062.42,Recife,Cartão de Débito,Entregue,1
2526,2025-04-06,Escritório,Cadeira,4579.75,4,0.29,13006.49,São Paulo,Cartão de Crédito,Entregue,2
2527,2025-01-05,Casa,Air Fryer,6347.23,4,0.03,24627.25,Recife,Cartão de Débito,Entregue,2
2528,2025-06-17,Games,Headset,5126.61,1,0.05,4870.28,Recife,PIX,Entregue,3
2529,2025-06-19,Informática,Monitor,6324.6,1,0.09,5755.39,Recife,PIX,Em Transporte,2
2530,2025-04-21,Smartphones,Moto G,1011.39,2,0.24,1537.31,Curitiba,Cartão de Crédito,Entregue,4
2531,2025-07-31,Smartphones,Moto G,323.4,3,0.19,785.86,São Paulo,Boleto,Devolvido,5
2532,2025-10-27,Games,PS5,1907.75,2,0.09,3472.11,Belo Horizonte,Cartão de Crédito,Entregue,1
2533,2025-07-25,Informática,Mouse,6207.58,4,0.08,22843.89,Salvador,Cartão de Crédito,Devolvido,5
2534,2025-02-15,Escritório,Impressora,6839.68,3,0.21,16210.04,Curitiba,Cartão de Débito,Entregue,5
2535,2025-09-27,Informática,SSD,1443.19,5,0.09,6566.51,Belo Horizonte,Cartão de Crédito,Entregue,1
2536,2025-12-26,Escritório,Notebook Stand,7650.98,5,0.0,38254.9,Rio de Janeiro,Cartão de Débito,Em Transporte,1
2537,2025-09-17,Smartphones,iPhone,1648.41,1,0.07,1533.02,Curitiba,Boleto,Entregue,2
2538,2025-08-12,Casa,Liquidificador,559.75,4,0.18,1835.98,Porto Alegre,Boleto,Entregue,2
2539,2025-03-13,Informática,SSD,3569.65,2,0.12,6282.58,Rio de Janeiro,Cartão de Débito,Entregue,1
2540,2025-12-26,Escritório,Cadeira,2167.76,4,0.11,7717.23,São Paulo,Boleto,Em Transporte,5
2541,2025-11-02,Smartphones,Moto G,863.92,3,0.16,2177.08,São Paulo,Cartão de Débito,Entregue,5
2542,2025-06-04,Escritório,Cadeira,1671.28,1,0.29,1186.61,Rio de Janeiro,Cartão de Crédito,Entregue,3
2543,2025-10-29,Informática,Monitor,4319.32,4,0.06,16240.64,Belo Horizonte,PIX,Entregue,2
2544,2025-12-31,Casa,Cafeteira,4686.52,4,0.13,16309.09,Porto Alegre,Cartão de Débito,Entregue,5
2545,2025-07-10,Casa,Cafeteira,679.98,2,0.12,1196.76,Recife,Boleto,Entregue,5
2546,2025-07-01,Smartphones,iPhone,6424.26,4,0.03,24926.13,São Paulo,PIX,Entregue,3
2547,2025-09-22,Games,PS5,58.49,2,0.06,109.96,Recife,Cartão de Crédito,Entregue,4
2548,2025-11-14,Casa,Air Fryer,3397.43,2,0.1,6115.37,Fortaleza,PIX,Entregue,3
2549,2025-11-24,Smartphones,Redmi,5349.28,5,0.19,21664.58,Belo Horizonte,Boleto,Cancelado,4
2550,2025-09-16,Informática,Monitor,1916.26,1,0.2,1533.01,São Paulo,PIX,Cancelado,5
2551,2025-04-27,Informática,Monitor,127.13,1,0.19,102.98,Belo Horizonte,Cartão de Crédito,Entregue,4
2552,2025-09-29,Casa,Air Fryer,4037.68,5,0.2,16150.72,Fortaleza,PIX,Entregue,5
2553,2025-01-01,Informática,Monitor,5217.17,3,0.23,12051.66,Fortaleza,Boleto,Devolvido,2
2554,2025-02-20,Games,Xbox Series,3908.57,4,0.23,12038.4,Belo Horizonte,Boleto,Entregue,5
2555,2025-06-09,Smartphones,Poco,1044.15,5,0.19,4228.81,Rio de Janeiro,PIX,Cancelado,1
2556,2025-10-15,Informática,Teclado,5975.86,4,0.2,19122.75,Porto Alegre,Boleto,Entregue,2
2557,2025-08-07,Informática,Notebook,1332.58,1,0.24,1012.76,São Paulo,PIX,Em Transporte,5
2558,2025-06-21,Casa,Cafeteira,3323.57,5,0.14,14291.35,Porto Alegre,Boleto,Entregue,1
2559,2025-07-11,Casa,Micro-ondas,2713.37,5,0.1,12210.16,Salvador,Cartão de Crédito,Entregue,2
2560,2025-01-23,Informática,Monitor,3519.55,5,0.11,15662.0,Curitiba,PIX,Entregue,4
2561,2025-05-02,Games,Nintendo Switch,4753.43,3,0.25,10695.22,Rio de Janeiro,Cartão de Débito,Entregue,3
2562,2025-06-13,Games,PS5,5466.13,4,0.12,19240.78,Salvador,PIX,Em Transporte,1
2563,2025-01-07,Casa,Cafeteira,7322.05,3,0.01,21746.49,Rio de Janeiro,Cartão de Crédito,Entregue,1
2564,2025-08-06,Games,Nintendo Switch,7616.41,1,0.05,7235.59,São Paulo,Boleto,Devolvido,1
2565,2025-09-20,Games,Headset,2750.34,5,0.06,12926.6,Rio de Janeiro,Boleto,Entregue,2
2566,2025-12-11,Escritório,Notebook Stand,2214.03,5,0.18,9077.52,Curitiba,Boleto,Entregue,4
2567,2025-06-20,Informática,SSD,4642.15,3,0.28,10027.04,Porto Alegre,Boleto,Entregue,4
2568,2025-10-24,Casa,Ventilador,2051.0,4,0.19,6645.24,Rio de Janeiro,Cartão de Crédito,Entregue,3
2569,2025-03-08,Casa,Ventilador,1628.21,1,0.26,1204.88,Fortaleza,Boleto,Entregue,1
2570,2025-09-30,Informática,Notebook,6749.19,3,0.17,16805.48,Recife,Boleto,Entregue,3
2571,2025-08-06,Smartphones,Poco,1800.88,5,0.05,8554.18,Curitiba,Cartão de Crédito,Em Transporte,5
2572,2025-02-21,Casa,Ventilador,3104.42,2,0.15,5277.51,Rio de Janeiro,Cartão de Crédito,Cancelado,1
2573,2025-12-22,Smartphones,iPhone,1205.28,2,0.1,2169.5,Salvador,Boleto,Cancelado,2
2574,2025-03-10,Games,Xbox Series,5453.29,4,0.29,15487.34,Porto Alegre,Cartão de Débito,Entregue,1
2575,2025-09-29,Games,Controle,3959.94,1,0.0,3959.94,Porto Alegre,PIX,Entregue,5
2576,2025-10-03,Escritório,Notebook Stand,5940.6,1,0.24,4514.86,Recife,Boleto,Entregue,5
2577,2025-08-08,Games,Controle,976.6,5,0.06,4590.02,Salvador,PIX,Entregue,5
2578,2025-09-01,Escritório,Notebook Stand,3252.07,1,0.16,2731.74,Belo Horizonte,Cartão de Débito,Em Transporte,2
2579,2025-07-23,Informática,Monitor,2243.63,2,0.15,3814.17,Porto Alegre,Cartão de Crédito,Entregue,2
2580,2025-10-24,Escritório,Webcam,6050.19,5,0.17,25108.29,Curitiba,PIX,Em Transporte,4
2581,2025-04-05,Games,Xbox Series,568.31,1,0.29,403.5,São Paulo,PIX,Entregue,3
2582,2025-05-10,Casa,Liquidificador,72.57,3,0.04,209.0,São Paulo,PIX,Em Transporte,1
2583,2025-10-30,Escritório,Impressora,6495.57,3,0.02,19096.98,Fortaleza,PIX,Entregue,4
2584,2025-08-02,Smartphones,Redmi,4702.85,2,0.07,8747.3,Curitiba,Cartão de Crédito,Entregue,1
2585,2025-10-12,Informática,Mouse,6134.96,2,0.11,10920.23,São Paulo,PIX,Entregue,5
2586,2025-07-18,Casa,Liquidificador,2095.78,3,0.28,4526.88,Fortaleza,Cartão de Débito,Entregue,1
2587,2025-05-26,Smartphones,Galaxy,4849.54,5,0.14,20853.02,Rio de Janeiro,Boleto,Entregue,4
2588,2025-02-13,Casa,Ventilador,4537.19,1,0.19,3675.12,Porto Alegre,Cartão de Crédito,Entregue,4
2589,2025-03-20,Informática,Notebook,932.84,3,0.07,2602.62,Rio de Janeiro,Cartão de Débito,Entregue,1
2590,2025-06-17,Informática,Mouse,5121.4,1,0.15,4353.19,Curitiba,Cartão de Crédito,Entregue,3
2591,2025-03-04,Escritório,Cadeira,2547.57,2,0.18,4178.01,Salvador,PIX,Entregue,5
2592,2025-08-17,Casa,Ventilador,484.63,2,0.15,823.87,Belo Horizonte,Cartão de Débito,Entregue,1
2593,2025-06-01,Smartphones,Redmi,2163.89,2,0.06,4068.11,Recife,Cartão de Débito,Entregue,5
2594,2025-02-28,Games,Controle,2034.6,2,0.3,2848.44,Salvador,PIX,Entregue,3
2595,2025-02-26,Casa,Air Fryer,1387.96,4,0.28,3997.32,Porto Alegre,PIX,Entregue,2
2596,2025-09-01,Informática,Mouse,1087.79,5,0.1,4895.06,Salvador,Boleto,Entregue,3
2597,2025-05-30,Games,PS5,6546.25,1,0.03,6349.86,Porto Alegre,Cartão de Crédito,Devolvido,2
2598,2025-04-27,Games,Controle,7971.18,2,0.13,13869.85,Porto Alegre,Boleto,Entregue,3
2599,2025-12-23,Escritório,Cadeira,6144.91,2,0.0,12289.82,Curitiba,PIX,Entregue,4
2600,2025-10-02,Informática,Mouse,6012.04,5,0.12,26452.98,Rio de Janeiro,Boleto,Entregue,2
2601,2025-02-04,Informática,Mouse,7706.68,3,0.12,20345.64,Porto Alegre,Cartão de Débito,Entregue,1
2602,2025-07-09,Informática,Notebook,6428.46,1,0.24,4885.63,Salvador,PIX,Entregue,3
2603,2025-04-18,Escritório,Notebook Stand,2064.26,1,0.05,1961.05,Rio de Janeiro,Cartão de Crédito,Entregue,5
2604,2025-06-17,Games,Xbox Series,4579.03,5,0.05,21750.39,Fortaleza,Cartão de Débito,Entregue,2
2605,2025-01-06,Casa,Cafeteira,1274.27,5,0.19,5160.79,Porto Alegre,PIX,Em Transporte,5
2606,2025-10-14,Escritório,Mesa,1304.99,5,0.02,6394.45,Belo Horizonte,Boleto,Entregue,3
2607,2025-05-24,Games,Controle,7381.15,2,0.18,12105.09,Porto Alegre,Cartão de Crédito,Entregue,3
2608,2025-04-22,Smartphones,Poco,2856.22,4,0.23,8797.16,São Paulo,Cartão de Crédito,Entregue,3
2609,2025-02-18,Casa,Cafeteira,6488.44,1,0.21,5125.87,Curitiba,Cartão de Débito,Em Transporte,1
2610,2025-08-31,Escritório,Impressora,6283.27,5,0.22,24504.75,Belo Horizonte,PIX,Entregue,2
2611,2025-11-24,Informática,Monitor,3934.92,3,0.23,9089.67,São Paulo,Boleto,Entregue,2
2612,2025-11-30,Smartphones,Moto G,861.73,1,0.1,775.56,Recife,Cartão de Débito,Entregue,4
2613,2025-06-21,Casa,Micro-ondas,6782.81,4,0.14,23332.87,Salvador,Cartão de Débito,Entregue,4
2614,2025-02-20,Informática,Monitor,6589.35,4,0.28,18977.33,Belo Horizonte,Cartão de Débito,Em Transporte,2
2615,2025-06-05,Informática,Monitor,7430.86,3,0.28,16050.66,Salvador,Boleto,Entregue,4
2616,2025-01-26,Casa,Liquidificador,7887.01,4,0.14,27131.31,Rio de Janeiro,Boleto,Entregue,5
2617,2025-04-23,Informática,Notebook,5230.17,5,0.09,23797.27,Salvador,Boleto,Entregue,2
2618,2025-09-25,Informática,Teclado,1559.92,4,0.14,5366.12,Fortaleza,Boleto,Entregue,2
2619,2025-01-14,Casa,Ventilador,6887.57,4,0.3,19285.2,Belo Horizonte,Cartão de Crédito,Em Transporte,5
2620,2025-03-23,Smartphones,iPhone,1186.6,4,0.24,3607.26,Salvador,Cartão de Crédito,Entregue,1
2621,2025-12-18,Smartphones,Poco,233.65,5,0.22,911.24,Belo Horizonte,Cartão de Débito,Em Transporte,3
2622,2025-06-09,Smartphones,iPhone,1069.38,5,0.02,5239.96,Porto Alegre,Cartão de Crédito,Em Transporte,4
2623,2025-07-28,Informática,Teclado,4794.61,2,0.27,7000.13,Curitiba,Cartão de Crédito,Devolvido,1
2624,2025-10-10,Informática,Mouse,7355.41,5,0.16,30892.72,São Paulo,Cartão de Débito,Entregue,3
2625,2025-10-22,Games,PS5,7715.55,4,0.02,30244.96,Curitiba,PIX,Entregue,1
2626,2025-08-12,Informática,Notebook,3942.15,1,0.23,3035.46,Porto Alegre,Cartão de Débito,Entregue,3
2627,2025-06-03,Informática,Mouse,3717.44,2,0.27,5427.46,Porto Alegre,Boleto,Entregue,5
2628,2025-11-25,Games,Nintendo Switch,5472.41,1,0.04,5253.51,Recife,Boleto,Entregue,5
2629,2025-03-23,Escritório,Mesa,2134.31,4,0.29,6061.44,Fortaleza,Boleto,Em Transporte,3
2630,2025-03-19,Casa,Micro-ondas,4830.71,4,0.15,16424.41,Belo Horizonte,Cartão de Débito,Entregue,5
2631,2025-11-26,Casa,Liquidificador,2457.42,5,0.28,8846.71,Porto Alegre,PIX,Entregue,5
2632,2025-02-20,Escritório,Mesa,7243.89,1,0.29,5143.16,Curitiba,Cartão de Débito,Entregue,5
2633,2025-08-07,Informática,Notebook,1908.27,1,0.01,1889.19,São Paulo,Cartão de Crédito,Entregue,2
2634,2025-07-27,Casa,Air Fryer,4521.9,4,0.03,17544.97,Fortaleza,Cartão de Crédito,Entregue,1
2635,2025-04-21,Smartphones,Galaxy,4189.26,1,0.24,3183.84,São Paulo,Boleto,Devolvido,1
2636,2025-12-29,Smartphones,Galaxy,2217.56,1,0.2,1774.05,Porto Alegre,Boleto,Entregue,3
2637,2025-09-23,Escritório,Webcam,5060.51,4,0.11,18015.42,Recife,Cartão de Débito,Entregue,2
2638,2025-11-05,Casa,Cafeteira,7594.6,1,0.12,6683.25,Belo Horizonte,Cartão de Crédito,Cancelado,5
2639,2025-05-11,Smartphones,Galaxy,5120.36,2,0.1,9216.65,Recife,PIX,Entregue,1
2640,2025-09-11,Informática,SSD,2127.33,5,0.11,9466.62,Rio de Janeiro,Cartão de Crédito,Entregue,2
2641,2025-11-03,Escritório,Notebook Stand,1468.7,5,0.28,5287.32,São Paulo,Cartão de Crédito,Em Transporte,5
2642,2025-01-13,Games,PS5,7618.26,4,0.23,23464.24,São Paulo,Boleto,Entregue,4
2643,2025-12-26,Escritório,Webcam,7910.26,4,0.08,29109.76,Rio de Janeiro,PIX,Entregue,3
2644,2025-09-17,Informática,SSD,4320.09,3,0.11,11534.64,Curitiba,Boleto,Entregue,1
2645,2025-08-31,Informática,Monitor,2484.84,1,0.16,2087.27,Rio de Janeiro,PIX,Em Transporte,4
2646,2025-06-23,Casa,Ventilador,5621.48,4,0.22,17539.02,São Paulo,Cartão de Crédito,Entregue,5
2647,2025-03-21,Games,Nintendo Switch,4809.84,1,0.04,4617.45,Curitiba,PIX,Entregue,2
2648,2025-12-04,Casa,Ventilador,7149.57,2,0.12,12583.24,Fortaleza,Boleto,Entregue,3
2649,2025-06-17,Informática,Mouse,6271.34,3,0.07,17497.04,Rio de Janeiro,Cartão de Débito,Entregue,5
2650,2025-08-05,Casa,Micro-ondas,4890.73,3,0.2,11737.75,Porto Alegre,Cartão de Débito,Cancelado,5
2651,2025-03-11,Casa,Micro-ondas,513.48,4,0.07,1910.15,Curitiba,Cartão de Débito,Entregue,2
2652,2025-10-13,Informática,Mouse,5591.13,3,0.02,16437.92,Salvador,Cartão de Crédito,Entregue,1
2653,2025-05-22,Smartphones,Galaxy,3819.9,4,0.21,12070.88,Recife,Cartão de Débito,Entregue,2
2654,2025-10-02,Informática,Notebook,250.67,5,0.05,1190.68,Belo Horizonte,Boleto,Entregue,5
2655,2025-04-28,Smartphones,Redmi,7508.78,3,0.27,16444.23,Curitiba,Boleto,Entregue,2
2656,2025-11-03,Escritório,Mesa,1029.07,1,0.25,771.8,Salvador,Cartão de Crédito,Entregue,1
2657,2025-01-11,Smartphones,iPhone,3898.24,1,0.0,3898.24,Recife,Cartão de Crédito,Entregue,5
2658,2025-12-19,Games,Nintendo Switch,1833.25,1,0.3,1283.27,Curitiba,PIX,Entregue,1
2659,2025-01-31,Games,Nintendo Switch,1651.75,2,0.18,2708.87,Porto Alegre,Cartão de Débito,Entregue,1
2660,2025-01-29,Escritório,Impressora,2045.35,5,0.16,8590.47,Rio de Janeiro,Cartão de Débito,Entregue,1
2661,2025-03-31,Informática,Monitor,259.94,5,0.27,948.78,Salvador,PIX,Em Transporte,1
2662,2025-01-26,Informática,Monitor,7511.5,3,0.0,22534.5,Porto Alegre,Cartão de Crédito,Entregue,1
2663,2025-09-08,Informática,Mouse,231.77,5,0.09,1054.55,Curitiba,PIX,Entregue,2
2664,2025-04-04,Informática,Teclado,6061.17,2,0.27,8849.31,Belo Horizonte,Cartão de Crédito,Entregue,5
2665,2025-03-13,Informática,Mouse,1818.72,5,0.13,7911.43,Rio de Janeiro,Boleto,Entregue,4
2666,2025-08-09,Smartphones,Redmi,5492.47,1,0.15,4668.6,Curitiba,Cartão de Crédito,Entregue,1
2667,2025-08-01,Informática,Mouse,3814.58,5,0.12,16784.15,Fortaleza,Boleto,Entregue,5
2668,2025-07-07,Games,Xbox Series,3422.59,1,0.05,3251.46,Salvador,PIX,Entregue,3
2669,2025-10-14,Informática,Monitor,5015.01,4,0.24,15245.63,Rio de Janeiro,PIX,Entregue,3
2670,2025-02-20,Smartphones,iPhone,7556.73,1,0.15,6423.22,Rio de Janeiro,PIX,Entregue,5
2671,2025-03-14,Casa,Micro-ondas,1400.26,5,0.23,5391.0,São Paulo,PIX,Entregue,1
2672,2025-02-06,Games,Xbox Series,287.62,3,0.16,724.8,Belo Horizonte,Cartão de Débito,Entregue,5
2673,2025-01-10,Casa,Micro-ondas,3687.96,3,0.1,9957.49,Fortaleza,Boleto,Entregue,4
2674,2025-12-20,Games,Headset,4449.76,1,0.13,3871.29,São Paulo,Cartão de Crédito,Entregue,1
2675,2025-12-02,Escritório,Impressora,6225.27,3,0.25,14006.86,Porto Alegre,Boleto,Entregue,2
2676,2025-02-19,Games,PS5,464.15,4,0.28,1336.75,Curitiba,Cartão de Crédito,Entregue,5
2677,2025-06-03,Smartphones,Galaxy,4755.05,2,0.26,7037.47,Recife,Boleto,Entregue,1
2678,2025-01-28,Casa,Micro-ondas,7734.79,5,0.23,29778.94,Salvador,PIX,Entregue,1
2679,2025-05-03,Casa,Cafeteira,1946.29,2,0.03,3775.8,Rio de Janeiro,Cartão de Débito,Devolvido,3
2680,2025-03-09,Games,Headset,6286.34,5,0.09,28602.85,Recife,Boleto,Entregue,4
2681,2025-11-11,Casa,Cafeteira,5789.26,2,0.28,8336.53,Curitiba,Cartão de Crédito,Entregue,2
2682,2025-08-23,Informática,Mouse,2764.48,2,0.28,3980.85,Recife,PIX,Entregue,4
2683,2025-03-28,Games,Nintendo Switch,521.76,2,0.09,949.6,Porto Alegre,Cartão de Crédito,Entregue,2
2684,2025-11-08,Smartphones,Poco,6263.02,5,0.21,24738.93,Rio de Janeiro,Cartão de Crédito,Entregue,2
2685,2025-11-19,Games,Headset,1759.67,4,0.26,5208.62,Porto Alegre,PIX,Em Transporte,3
2686,2025-12-26,Games,Headset,6220.03,3,0.05,17727.09,Recife,Cartão de Débito,Entregue,4
2687,2025-11-06,Smartphones,Galaxy,5256.16,1,0.24,3994.68,Belo Horizonte,Cartão de Débito,Entregue,1
2688,2025-01-15,Escritório,Notebook Stand,3311.54,2,0.13,5762.08,São Paulo,PIX,Entregue,1
2689,2025-12-12,Casa,Liquidificador,3795.72,1,0.01,3757.76,Curitiba,PIX,Em Transporte,1
2690,2025-07-05,Casa,Liquidificador,7401.2,3,0.09,20205.28,Rio de Janeiro,Cartão de Débito,Entregue,2
2691,2025-01-24,Escritório,Mesa,4329.32,4,0.27,12641.61,São Paulo,Cartão de Débito,Entregue,3
2692,2025-02-15,Informática,Monitor,1650.31,1,0.15,1402.76,Recife,Cartão de Crédito,Entregue,5
2693,2025-11-19,Smartphones,Redmi,3713.48,1,0.21,2933.65,Curitiba,PIX,Entregue,3
2694,2025-04-05,Casa,Cafeteira,4598.7,1,0.19,3724.95,Fortaleza,Cartão de Débito,Em Transporte,2
2695,2025-08-18,Games,PS5,7196.58,4,0.19,23316.92,São Paulo,Cartão de Crédito,Entregue,2
2696,2025-03-12,Escritório,Impressora,1877.88,1,0.1,1690.09,São Paulo,PIX,Entregue,5
2697,2025-11-27,Casa,Liquidificador,357.08,5,0.13,1553.3,São Paulo,Cartão de Débito,Entregue,1
2698,2025-10-21,Games,Xbox Series,2537.73,5,0.18,10404.69,Fortaleza,Cartão de Débito,Entregue,4
2699,2025-07-21,Escritório,Cadeira,7851.99,5,0.22,30622.76,São Paulo,Cartão de Crédito,Entregue,2
2700,2025-06-27,Escritório,Notebook Stand,6174.07,1,0.02,6050.59,Salvador,Cartão de Débito,Entregue,3
2701,2025-05-25,Smartphones,Galaxy,6568.24,1,0.27,4794.82,Belo Horizonte,PIX,Entregue,3
2702,2025-01-04,Escritório,Cadeira,90.06,2,0.07,167.51,Fortaleza,Cartão de Débito,Entregue,2
2703,2025-12-03,Casa,Liquidificador,2932.51,3,0.0,8797.53,São Paulo,Cartão de Débito,Em Transporte,5
2704,2025-12-25,Games,Headset,6928.98,4,0.07,25775.81,Curitiba,PIX,Entregue,2
2705,2025-08-03,Smartphones,Moto G,2253.05,5,0.04,10814.64,Salvador,Cartão de Crédito,Entregue,3
2706,2025-07-29,Smartphones,Galaxy,2798.74,5,0.21,11055.02,Salvador,PIX,Entregue,4
2707,2025-09-19,Smartphones,Galaxy,7047.02,2,0.02,13812.16,Fortaleza,Boleto,Entregue,3
2708,2025-03-06,Casa,Ventilador,6009.43,1,0.26,4446.98,Rio de Janeiro,Cartão de Crédito,Entregue,1
2709,2025-07-13,Escritório,Impressora,312.25,2,0.3,437.15,Porto Alegre,Cartão de Crédito,Entregue,5
2710,2025-02-07,Games,Controle,2279.03,1,0.04,2187.87,Fortaleza,Cartão de Crédito,Entregue,4
2711,2025-08-01,Escritório,Mesa,6447.44,4,0.19,20889.71,Rio de Janeiro,Cartão de Débito,Entregue,4
2712,2025-11-22,Games,Xbox Series,5702.46,1,0.25,4276.85,Belo Horizonte,Boleto,Entregue,1
2713,2025-04-09,Escritório,Cadeira,5286.63,5,0.21,20882.19,Salvador,Cartão de Débito,Entregue,2
2714,2025-11-29,Smartphones,iPhone,4946.35,2,0.13,8606.65,São Paulo,Cartão de Débito,Entregue,5
2715,2025-07-03,Smartphones,Galaxy,1093.29,4,0.03,4241.97,Curitiba,Cartão de Débito,Entregue,5
2716,2025-10-23,Smartphones,Galaxy,1911.78,1,0.13,1663.25,Porto Alegre,Cartão de Débito,Em Transporte,2
2717,2025-02-28,Informática,Monitor,7326.05,1,0.12,6446.92,Salvador,PIX,Entregue,2
2718,2025-01-18,Escritório,Cadeira,3621.49,2,0.01,7170.55,Fortaleza,PIX,Entregue,1
2719,2025-09-14,Escritório,Impressora,2294.17,3,0.24,5230.71,Rio de Janeiro,Cartão de Débito,Entregue,5
2720,2025-05-27,Escritório,Cadeira,7481.29,4,0.22,23341.62,Fortaleza,Cartão de Débito,Entregue,3
2721,2025-01-26,Games,PS5,5922.74,4,0.25,17768.22,Recife,Boleto,Em Transporte,4
2722,2025-11-27,Games,PS5,6291.82,2,0.18,10318.58,Salvador,PIX,Entregue,3
2723,2025-02-02,Casa,Air Fryer,5732.84,4,0.07,21326.16,Porto Alegre,Boleto,Entregue,2
2724,2025-04-16,Games,PS5,4478.19,4,0.21,14151.08,Curitiba,Cartão de Crédito,Entregue,5
2725,2025-03-13,Games,Xbox Series,2416.53,4,0.02,9472.8,São Paulo,Cartão de Crédito,Entregue,4
2726,2025-12-27,Games,PS5,4725.04,1,0.12,4158.04,Rio de Janeiro,Cartão de Débito,Entregue,2
2727,2025-08-30,Casa,Liquidificador,7235.11,5,0.22,28216.93,Salvador,Cartão de Débito,Entregue,3
2728,2025-09-22,Casa,Air Fryer,1833.85,4,0.12,6455.15,Curitiba,PIX,Em Transporte,1
2729,2025-07-30,Casa,Ventilador,2213.13,5,0.23,8520.55,Rio de Janeiro,PIX,Em Transporte,2
2730,2025-08-26,Smartphones,iPhone,6444.87,2,0.05,12245.25,Fortaleza,Cartão de Débito,Entregue,2
2731,2025-08-04,Escritório,Notebook Stand,4364.7,4,0.03,16935.04,Curitiba,Cartão de Débito,Cancelado,5
2732,2025-07-14,Smartphones,Redmi,3067.12,5,0.17,12728.55,São Paulo,Boleto,Entregue,1
2733,2025-11-12,Smartphones,Galaxy,5094.7,4,0.26,15080.31,Porto Alegre,PIX,Entregue,3
2734,2025-01-31,Escritório,Impressora,7636.81,2,0.02,14968.15,Salvador,Cartão de Crédito,Entregue,5
2735,2025-08-29,Games,Xbox Series,470.53,1,0.22,367.01,Fortaleza,Cartão de Débito,Entregue,2
2736,2025-11-14,Casa,Micro-ondas,7463.84,2,0.28,10747.93,Porto Alegre,Cartão de Crédito,Entregue,2
2737,2025-08-21,Casa,Liquidificador,7180.69,4,0.17,23839.89,Belo Horizonte,Cartão de Crédito,Entregue,4
2738,2025-12-31,Informática,Mouse,7713.14,1,0.25,5784.86,Curitiba,Boleto,Em Transporte,3
2739,2025-09-05,Informática,SSD,5414.83,5,0.11,24095.99,São Paulo,PIX,Entregue,1
2740,2025-11-20,Escritório,Webcam,2426.1,5,0.13,10553.53,Recife,PIX,Entregue,1
2741,2025-05-15,Escritório,Mesa,155.46,5,0.04,746.21,Porto Alegre,Boleto,Entregue,1
2742,2025-11-04,Casa,Liquidificador,3467.78,4,0.03,13454.99,Porto Alegre,Cartão de Débito,Entregue,3
2743,2025-10-31,Smartphones,Poco,3888.73,3,0.1,10499.57,Porto Alegre,Cartão de Crédito,Em Transporte,5
2744,2025-02-13,Smartphones,Redmi,4478.15,3,0.09,12225.35,Belo Horizonte,Cartão de Débito,Entregue,3
2745,2025-05-07,Informática,Teclado,3882.98,1,0.02,3805.32,Salvador,PIX,Entregue,3
2746,2025-06-26,Informática,Monitor,6359.79,3,0.13,16599.05,Curitiba,Cartão de Débito,Entregue,2
2747,2025-04-27,Escritório,Cadeira,1484.96,4,0.22,4633.08,Curitiba,Cartão de Crédito,Cancelado,1
2748,2025-07-09,Smartphones,Galaxy,7751.64,3,0.14,19999.23,Curitiba,Boleto,Em Transporte,5
2749,2025-01-22,Games,PS5,7325.92,2,0.23,11281.92,Fortaleza,PIX,Em Transporte,4
2750,2025-10-17,Casa,Liquidificador,4300.8,1,0.24,3268.61,Belo Horizonte,Cartão de Débito,Entregue,1
2751,2025-06-08,Informática,Monitor,5782.34,3,0.15,14744.97,Curitiba,PIX,Entregue,1
2752,2025-08-05,Escritório,Impressora,6246.6,4,0.09,22737.62,Belo Horizonte,Boleto,Em Transporte,4
2753,2025-04-08,Smartphones,Galaxy,1534.57,4,0.19,4972.01,Fortaleza,Boleto,Devolvido,5
2754,2025-09-28,Informática,Teclado,1670.68,1,0.14,1436.78,Curitiba,Boleto,Entregue,2
2755,2025-12-09,Smartphones,Poco,6763.0,2,0.11,12038.14,São Paulo,Boleto,Entregue,5
2756,2025-08-02,Informática,Mouse,3073.86,2,0.24,4672.27,Porto Alegre,Boleto,Entregue,2
2757,2025-08-25,Informática,Teclado,2467.53,1,0.12,2171.43,Curitiba,Cartão de Crédito,Entregue,3
2758,2025-04-05,Escritório,Webcam,2389.01,3,0.11,6378.66,Fortaleza,Cartão de Débito,Entregue,3
2759,2025-05-31,Escritório,Mesa,4529.72,3,0.16,11414.89,Salvador,Cartão de Débito,Entregue,4
2760,2025-03-10,Informática,Mouse,6818.18,1,0.01,6750.0,São Paulo,PIX,Entregue,2
2761,2025-02-15,Games,Nintendo Switch,3888.99,3,0.12,10266.93,Fortaleza,Cartão de Débito,Entregue,4
2762,2025-03-31,Casa,Air Fryer,5754.02,4,0.28,16571.58,Belo Horizonte,Cartão de Crédito,Em Transporte,4
2763,2025-11-02,Escritório,Notebook Stand,6230.5,3,0.14,16074.69,Fortaleza,PIX,Devolvido,2
2764,2025-06-08,Escritório,Webcam,332.91,5,0.13,1448.16,Recife,PIX,Entregue,1
