id_conteudo,titulo,tipo,genero,ano_lancamento,duracao_minutos,temporadas,quantidade_episodios,classificacao_indicativa,idioma_original,pais_producao,plataforma,avaliacao_publico,quantidade_avaliacoes,orcamento_milhoes,premios_recebidos
2719,O Investigador 2719,Filme,Terror,1998,99,1,1,Livre,Espanhol,Brasil,Vision,4.6,126206,29.33,8
2720,Mistérios da Cidade 2720,Série,Ficção Científica,2004,29,4,38,14 anos,Japonês,Inglaterra,PlayTV,4.8,43031,54.6,7
2721,Amor em Paris 2721,Filme,Fantasia,2005,109,1,1,12 anos,Francês,Coreia do Sul,StreamFlix,2.8,474520,174.23,4
2722,Amor em Paris 2722,Série,Suspense,2023,54,5,22,14 anos,Japonês,Coreia do Sul,Vision,1.6,117624,243.62,20
2723,Aventura no Espaço 2723,Série,Drama,2017,58,7,118,16 anos,Português,França,PlayTV,2.0,126332,16.46,0
2724,Aventura no Espaço 2724,Filme,Terror,1992,122,1,1,16 anos,Português,EUA,PlayTV,1.1,265295,47.88,16
2725,Operação Final 2725,Filme,Fantasia,1997,122,1,1,14 anos,Português,EUA,StreamFlix,4.7,319490,143.95,22
2726,O Reino Perdido 2726,Filme,Romance,2015,96,1,1,18 anos,Francês,França,Vision,2.6,417610,220.2,1
2727,Código Sombrio 2727,Filme,Ação,1995,83,1,1,Livre,Inglês,EUA,PlayTV,4.4,141029,73.76,20
2728,Amor em Paris 2728,Série,Suspense,2017,24,2,64,Livre,Japonês,Japão,MegaStream,4.7,158053,54.26,13
2729,O Último Horizonte 2729,Série,Drama,1997,50,1,100,14 anos,Espanhol,Brasil,StreamFlix,1.5,368323,197.81,7
2730,O Último Horizonte 2730,Série,Comédia,1992,24,5,86,Livre,Português,Coreia do Sul,MegaStream,1.7,473073,136.37,17
2731,Mistérios da Cidade 2731,Série,Fantasia,2015,55,2,93,Livre,Português,Inglaterra,Cinema+,2.7,368303,19.41,15
2732,Mistérios da Cidade 2732,Filme,Romance,1991,92,1,1,16 anos,Espanhol,Japão,StreamFlix,3.9,190528,14.34,11
2733,O Investigador 2733,Série,Ação,2025,35,7,34,16 anos,Japonês,Inglaterra,Cinema+,2.7,197869,117.16,8
2734,Além do Tempo 2734,Filme,Ficção Científica,2008,119,1,1,18 anos,Português,França,Vision,2.8,43809,110.63,4
2735,O Reino Perdido 2735,Filme,Comédia,2005,135,1,1,18 anos,Espanhol,França,Cinema+,5.0,5295,243.21,12
2736,O Último Horizonte 2736,Série,Drama,2008,53,6,86,16 anos,Japonês,Japão,Cinema+,2.1,292679,43.5,24
2737,Operação Final 2737,Filme,Comédia,1998,102,1,1,12 anos,Português,Brasil,StreamFlix,4.4,485327,58.15,24
2738,Aventura no Espaço 2738,Série,Ficção Científica,1992,60,4,25,16 anos,Inglês,Japão,MegaStream,3.4,78669,39.61,0
2739,O Último Horizonte 2739,Filme,Fantasia,2010,166,1,1,12 anos,Espanhol,Inglaterra,Vision,2.0,410075,138.04,19
2740,O Investigador 2740,Filme,Ficção Científica,2010,100,1,1,16 anos,Espanhol,Japão,MegaStream,3.4,330874,217.95,21
2741,Mistérios da Cidade 2741,Série,Drama,2004,44,1,38,12 anos,Japonês,Inglaterra,StreamFlix,1.7,376699,180.78,15
2742,Aventura no Espaço 2742,Série,Terror,1996,34,6,27,14 anos,Japonês,Brasil,MegaStream,3.2,137839,182.66,9
2743,Operação Final 2743,Série,Ficção Científica,2017,35,7,66,14 anos,Português,França,MegaStream,2.0,418110,24.61,7
2744,Mistérios da Cidade 2744,Série,Romance,2004,40,1,43,18 anos,Francês,Inglaterra,Vision,3.1,117553,113.68,5
2745,O Investigador 2745,Filme,Drama,2002,94,1,1,Livre,Japonês,Coreia do Sul,StreamFlix,1.4,301874,74.26,18
2746,Risos de Família 2746,Série,Ação,1999,32,4,27,Livre,Francês,França,Cinema+,1.2,31507,114.15,19
2747,O Reino Perdido 2747,Série,Terror,2019,56,5,94,12 anos,Espanhol,EUA,StreamFlix,2.6,26947,169.52,24
2748,Risos de Família 2748,Filme,Suspense,2009,156,1,1,16 anos,Francês,França,Cinema+,2.5,74666,82.49,12
2749,Risos de Família 2749,Série,Comédia,2004,33,2,16,18 anos,Inglês,França,MegaStream,2.4,314588,191.18,22
2750,Risos de Família 2750,Filme,Terror,2003,167,1,1,18 anos,Japonês,EUA,MegaStream,3.6,467181,20.69,20
2751,Amor em Paris 2751,Filme,Comédia,2012,169,1,1,18 anos,Português,Coreia do Sul,StreamFlix,3.7,335390,78.57,12
2752,Além do Tempo 2752,Série,Drama,2018,36,8,36,14 anos,Inglês,EUA,Cinema+,1.7,250766,139.56,24
2753,Amor em Paris 2753,Série,Romance,1993,25,2,10,Livre,Inglês,Inglaterra,PlayTV,4.3,83339,201.33,13
2754,Código Sombrio 2754,Filme,Drama,2010,80,1,1,14 anos,Inglês,Inglaterra,Cinema+,3.6,496267,240.73,4
2755,O Reino Perdido 2755,Filme,Romance,2017,130,1,1,18 anos,Francês,França,MegaStream,4.4,246007,41.06,25
2756,O Último Horizonte 2756,Filme,Drama,2003,82,1,1,12 anos,Espanhol,França,StreamFlix,2.2,430887,242.36,16
2757,O Reino Perdido 2757,Filme,Comédia,2005,116,1,1,14 anos,Espanhol,França,Cinema+,2.8,303056,40.42,23
2758,Operação Final 2758,Filme,Suspense,2025,113,1,1,Livre,Inglês,Japão,Vision,3.0,350648,100.28,1
2759,O Investigador 2759,Filme,Fantasia,2008,143,1,1,18 anos,Francês,EUA,MegaStream,5.0,292902,200.99,13
2760,Amor em Paris 2760,Filme,Suspense,2007,146,1,1,Livre,Francês,Brasil,PlayTV,2.9,481643,22.37,9
2761,Amor em Paris 2761,Série,Drama,2012,58,7,107,14 anos,Japonês,Coreia do Sul,MegaStream,3.6,409414,64.25,3
2762,Risos de Família 2762,Filme,Romance,2013,135,1,1,12 anos,Francês,Inglaterra,PlayTV,3.2,471376,12.36,4
2763,Mistérios da Cidade 2763,Filme,Romance,1994,84,1,1,Livre,Português,França,StreamFlix,3.5,335371,173.55,18
2764,Mistérios da Cidade 2764,Série,Fantasia,2012,30,6,10,12 anos,Francês,Japão,StreamFlix,3.5,100793,206.35,10
2765,O Investigador 2765,Série,Ficção Científica,2022,50,6,22,18 anos,Francês,EUA,PlayTV,1.4,421398,105.05,1
2766,Operação Final 2766,Filme,Fantasia,2020,178,1,1,14 anos,Inglês,Japão,Cinema+,2.6,355666,113.1,7
2767,O Reino Perdido 2767,Série,Comédia,1992,29,5,30,16 anos,Japonês,Brasil,StreamFlix,4.1,268263,125.29,5
2768,Amor em Paris 2768,Filme,Suspense,1998,170,1,1,16 anos,Japonês,Japão,PlayTV,3.2,98446,56.41,19
2769,Operação Final 2769,Filme,Suspense,1997,109,1,1,10 anos,Espanhol,Japão,Vision,3.0,254473,4.74,9
2770,Mistérios da Cidade 2770,Série,Comédia,2018,44,8,111,16 anos,Japonês,EUA,PlayTV,2.4,407097,224.55,17
2771,Operação Final 2771,Filme,Comédia,2020,121,1,1,12 anos,Japonês,Brasil,Cinema+,1.5,233035,102.47,23
2772,Amor em Paris 2772,Série,Suspense,2003,25,1,68,12 anos,Japonês,Brasil,PlayTV,3.9,303624,78.19,13
2773,O Reino Perdido 2773,Filme,Suspense,2000,118,1,1,Livre,Inglês,Coreia do Sul,PlayTV,3.7,457891,209.11,25
2774,Amor em Paris 2774,Série,Terror,1994,28,3,22,14 anos,Inglês,Brasil,StreamFlix,4.4,59187,191.85,19
2775,Além do Tempo 2775,Filme,Drama,2022,87,1,1,Livre,Japonês,Japão,Vision,3.0,414540,131.54,0
2776,Além do Tempo 2776,Filme,Ação,2008,141,1,1,10 anos,Espanhol,França,StreamFlix,2.0,253862,205.29,11
2777,Além do Tempo 2777,Filme,Ação,2001,116,1,1,10 anos,Português,Inglaterra,StreamFlix,4.0,73893,26.56,18
2778,Código Sombrio 2778,Série,Fantasia,2016,30,1,38,10 anos,Português,Brasil,PlayTV,2.8,210591,184.86,9
2779,O Investigador 2779,Filme,Comédia,2002,97,1,1,10 anos,Português,Coreia do Sul,MegaStream,3.8,4944,189.38,5
2780,Risos de Família 2780,Série,Fantasia,2006,36,8,37,10 anos,Francês,França,StreamFlix,4.6,199940,10.11,14
2781,Risos de Família 2781,Série,Terror,2015,33,5,30,10 anos,Espanhol,Japão,Vision,1.4,5153,22.97,0
2782,Amor em Paris 2782,Filme,Drama,2008,170,1,1,18 anos,Português,Coreia do Sul,MegaStream,3.6,458787,133.43,13
2783,O Investigador 2783,Filme,Ação,2008,161,1,1,14 anos,Português,Brasil,Vision,2.6,257549,66.93,23
2784,Amor em Paris 2784,Série,Terror,2013,60,6,119,10 anos,Francês,Inglaterra,Cinema+,4.0,318644,119.87,11
2785,Aventura no Espaço 2785,Filme,Suspense,1992,150,1,1,18 anos,Inglês,Inglaterra,Vision,4.5,112545,17.09,11
2786,Código Sombrio 2786,Filme,Terror,1998,95,1,1,10 anos,Espanhol,Coreia do Sul,MegaStream,4.2,269083,175.33,15
2787,O Reino Perdido 2787,Filme,Terror,2017,111,1,1,14 anos,Japonês,França,Cinema+,3.7,4328,89.96,6
2788,Mistérios da Cidade 2788,Série,Ação,2014,24,6,67,16 anos,Francês,Japão,Vision,1.8,316534,75.82,12
2789,Mistérios da Cidade 2789,Filme,Comédia,2000,180,1,1,18 anos,Japonês,França,StreamFlix,3.3,297995,189.18,0
2790,O Último Horizonte 2790,Filme,Romance,2001,113,1,1,12 anos,Inglês,França,Vision,4.3,429816,1.08,23
2791,Operação Final 2791,Série,Fantasia,2016,50,2,107,12 anos,Português,Inglaterra,Vision,1.9,358279,235.02,19
2792,O Reino Perdido 2792,Filme,Romance,2014,80,1,1,Livre,Francês,Coreia do Sul,Cinema+,2.5,112901,173.88,17
2793,O Reino Perdido 2793,Filme,Drama,1997,168,1,1,10 anos,Francês,Japão,Vision,2.2,415844,230.11,22
2794,Operação Final 2794,Série,Ficção Científica,1998,34,8,72,12 anos,Português,França,Cinema+,1.5,124331,136.34,18
2795,Aventura no Espaço 2795,Série,Ficção Científica,2019,30,8,57,12 anos,Inglês,Coreia do Sul,MegaStream,1.2,365441,193.74,10
2796,Aventura no Espaço 2796,Série,Drama,2007,35,8,76,16 anos,Espanhol,França,Cinema+,4.0,68816,47.61,20
2797,O Último Horizonte 2797,Série,Terror,2012,31,2,106,Livre,Inglês,França,Vision,1.1,377648,222.22,10
2798,Além do Tempo 2798,Série,Terror,2015,59,5,68,18 anos,Espanhol,Brasil,Vision,2.0,102184,245.14,22
2799,Aventura no Espaço 2799,Filme,Fantasia,2000,112,1,1,10 anos,Espanhol,Coreia do Sul,Cinema+,3.0,15344,72.9,11
2800,Mistérios da Cidade 2800,Filme,Drama,2005,169,1,1,18 anos,Português,EUA,PlayTV,1.7,64329,127.91,17
2801,Mistérios da Cidade 2801,Filme,Terror,2012,156,1,1,16 anos,Português,Brasil,Cinema+,1.1,435836,185.1,15
2802,Mistérios da Cidade 2802,Filme,Drama,2008,156,1,1,18 anos,Português,Inglaterra,PlayTV,2.7,90899,186.84,7
2803,Risos de Família 2803,Filme,Fantasia,2024,104,1,1,18 anos,Inglês,França,Vision,2.0,264447,64.68,9
2804,O Último Horizonte 2804,Série,Romance,2000,20,1,71,Livre,Português,Coreia do Sul,Cinema+,4.0,202793,195.32,3
2805,Aventura no Espaço 2805,Filme,Fantasia,2024,159,1,1,18 anos,Espanhol,Inglaterra,Vision,1.3,111541,206.02,6
2806,Risos de Família 2806,Série,Suspense,2025,44,4,35,14 anos,Português,França,StreamFlix,2.3,387231,176.69,19
2807,Aventura no Espaço 2807,Filme,Suspense,2000,159,1,1,Livre,Japonês,França,StreamFlix,5.0,452632,49.1,14
2808,O Reino Perdido 2808,Série,Romance,2012,47,4,104,18 anos,Japonês,Japão,StreamFlix,4.0,75223,75.23,20
2809,Código Sombrio 2809,Série,Romance,2021,24,8,89,16 anos,Espanhol,Japão,MegaStream,2.9,156380,209.65,21
2810,Código Sombrio 2810,Filme,Ação,1990,180,1,1,14 anos,Espanhol,França,PlayTV,3.5,267598,177.09,8
2811,Além do Tempo 2811,Filme,Suspense,2012,143,1,1,10 anos,Francês,Inglaterra,Cinema+,4.9,384115,34.89,8
2812,O Investigador 2812,Série,Drama,2009,33,3,18,12 anos,Espanhol,Inglaterra,Cinema+,1.4,122272,164.31,23
2813,O Investigador 2813,Série,Terror,2008,34,7,102,16 anos,Inglês,EUA,Cinema+,1.9,381417,59.4,0
2814,Risos de Família 2814,Filme,Fantasia,1993,169,1,1,12 anos,Espanhol,Inglaterra,Vision,3.9,13090,246.74,24
2815,Código Sombrio 2815,Filme,Suspense,2009,80,1,1,Livre,Inglês,Japão,MegaStream,4.1,225838,104.07,7
2816,Risos de Família 2816,Filme,Terror,1993,150,1,1,12 anos,Espanhol,França,Cinema+,1.3,119785,21.01,9
2817,Risos de Família 2817,Série,Ação,2021,22,8,27,14 anos,Inglês,EUA,Cinema+,3.9,93784,167.76,25
2818,O Investigador 2818,Filme,Comédia,2015,127,1,1,10 anos,Português,Japão,PlayTV,3.1,221143,107.59,15
2819,Código Sombrio 2819,Série,Romance,2001,43,6,28,10 anos,Japonês,Inglaterra,PlayTV,3.6,407691,69.18,18
2820,O Reino Perdido 2820,Filme,Ação,1998,92,1,1,16 anos,Espanhol,Brasil,Cinema+,4.6,368836,15.53,17
2821,Amor em Paris 2821,Série,Ficção Científica,1991,25,6,46,Livre,Francês,Japão,Vision,2.7,269505,15.65,24
2822,Aventura no Espaço 2822,Série,Fantasia,2024,53,3,104,12 anos,Japonês,Inglaterra,Cinema+,3.4,158326,144.98,15
2823,O Último Horizonte 2823,Série,Ação,2012,25,4,91,16 anos,Espanhol,Japão,MegaStream,3.5,16911,6.24,4
2824,Risos de Família 2824,Série,Terror,2022,54,4,77,Livre,Português,França,Vision,1.6,380214,209.94,1
2825,Além do Tempo 2825,Filme,Drama,2019,157,1,1,18 anos,Japonês,França,Cinema+,2.7,172576,71.38,13
2826,O Último Horizonte 2826,Filme,Terror,2023,124,1,1,Livre,Inglês,Brasil,StreamFlix,2.3,497288,168.73,25
2827,Aventura no Espaço 2827,Filme,Suspense,2020,102,1,1,10 anos,Inglês,Japão,StreamFlix,4.7,320365,12.78,16
2828,O Reino Perdido 2828,Filme,Drama,2018,104,1,1,10 anos,Espanhol,França,Cinema+,4.8,133247,9.48,4
2829,Amor em Paris 2829,Série,Ficção Científica,2004,38,8,87,10 anos,Português,França,Cinema+,3.5,259460,173.51,19
2830,Amor em Paris 2830,Filme,Suspense,2014,158,1,1,16 anos,Espanhol,França,PlayTV,2.6,353868,57.32,4
2831,Código Sombrio 2831,Filme,Suspense,2004,169,1,1,12 anos,Português,EUA,PlayTV,4.9,399002,152.81,20
2832,Aventura no Espaço 2832,Série,Comédia,1996,27,2,106,10 anos,Francês,Coreia do Sul,MegaStream,2.5,362013,195.87,15
2833,O Reino Perdido 2833,Filme,Romance,2022,114,1,1,10 anos,Japonês,Coreia do Sul,Vision,4.4,120514,162.05,19
2834,O Último Horizonte 2834,Filme,Fantasia,1998,111,1,1,Livre,Francês,EUA,Vision,2.5,471637,213.46,12
2835,O Último Horizonte 2835,Filme,Romance,2024,121,1,1,18 anos,Francês,EUA,PlayTV,1.6,91333,134.19,5
2836,Aventura no Espaço 2836,Filme,Fantasia,2011,140,1,1,18 anos,Espanhol,Japão,MegaStream,1.1,50397,213.74,6
2837,Risos de Família 2837,Filme,Romance,1999,119,1,1,18 anos,Português,Inglaterra,PlayTV,4.4,250750,107.89,2
2838,Aventura no Espaço 2838,Filme,Fantasia,2005,155,1,1,14 anos,Inglês,Japão,StreamFlix,4.4,198250,64.52,7
2839,O Último Horizonte 2839,Série,Ficção Científica,2001,55,1,23,10 anos,Inglês,França,MegaStream,1.8,442263,223.4,17
2840,Operação Final 2840,Filme,Ação,2013,120,1,1,14 anos,Japonês,Coreia do Sul,Vision,4.1,351787,196.23,12
2841,Risos de Família 2841,Série,Romance,2000,39,5,78,18 anos,Japonês,EUA,Vision,3.3,104796,35.9,8
2842,Além do Tempo 2842,Série,Romance,2025,28,8,36,12 anos,Inglês,Brasil,MegaStream,1.4,64941,233.7,0
2843,Amor em Paris 2843,Filme,Suspense,2010,111,1,1,12 anos,Espanhol,Japão,Vision,1.6,322070,75.51,24
2844,Aventura no Espaço 2844,Série,Fantasia,1994,57,2,34,18 anos,Japonês,EUA,MegaStream,3.6,73543,119.61,15
2845,Além do Tempo 2845,Filme,Suspense,1995,156,1,1,12 anos,Francês,Coreia do Sul,MegaStream,1.2,16477,40.36,6
2846,O Investigador 2846,Filme,Terror,2013,117,1,1,14 anos,Inglês,Brasil,PlayTV,4.8,106954,150.17,23
2847,Risos de Família 2847,Série,Suspense,1990,53,6,96,12 anos,Português,França,PlayTV,2.0,473556,199.01,1
2848,O Reino Perdido 2848,Filme,Terror,2025,153,1,1,Livre,Francês,Inglaterra,PlayTV,2.2,132298,219.63,6
2849,O Investigador 2849,Filme,Comédia,2026,150,1,1,14 anos,Inglês,Japão,PlayTV,4.3,93914,26.58,15
2850,Além do Tempo 2850,Série,Romance,1994,43,1,72,14 anos,Inglês,EUA,Vision,4.8,231060,240.89,4
2851,O Reino Perdido 2851,Série,Suspense,2015,42,2,90,12 anos,Português,França,Vision,1.2,98152,142.58,22
2852,O Último Horizonte 2852,Série,Terror,2014,21,5,73,12 anos,Francês,Coreia do Sul,StreamFlix,4.1,146728,205.39,12
2853,Risos de Família 2853,Filme,Suspense,2013,105,1,1,10 anos,Espanhol,EUA,Vision,4.8,69883,131.08,17
2854,Risos de Família 2854,Série,Romance,2015,52,1,84,10 anos,Português,Brasil,Cinema+,1.1,478208,223.88,3
2855,Código Sombrio 2855,Filme,Fantasia,1994,139,1,1,16 anos,Francês,França,PlayTV,3.3,378210,146.34,24
2856,O Reino Perdido 2856,Filme,Terror,2008,122,1,1,12 anos,Inglês,Brasil,StreamFlix,1.6,228691,134.27,14
2857,Risos de Família 2857,Filme,Ficção Científica,1999,159,1,1,10 anos,Japonês,EUA,Cinema+,4.0,18022,134.04,19
2858,Além do Tempo 2858,Filme,Terror,1994,169,1,1,18 anos,Japonês,Brasil,MegaStream,4.3,116502,20.45,6
2859,Além do Tempo 2859,Filme,Comédia,2008,169,1,1,10 anos,Espanhol,Coreia do Sul,Cinema+,2.3,357188,28.76,13
2860,O Investigador 2860,Série,Terror,2007,20,7,33,18 anos,Português,Inglaterra,MegaStream,2.1,407438,247.52,24
2861,Aventura no Espaço 2861,Filme,Comédia,2011,142,1,1,Livre,Português,Inglaterra,Cinema+,4.7,105077,122.97,19
2862,O Investigador 2862,Filme,Ação,2026,145,1,1,18 anos,Espanhol,Inglaterra,StreamFlix,1.3,377626,22.43,1
2863,Além do Tempo 2863,Filme,Comédia,1993,103,1,1,18 anos,Inglês,Japão,StreamFlix,3.1,479387,96.1,14
2864,Amor em Paris 2864,Filme,Romance,2026,95,1,1,10 anos,Francês,Brasil,MegaStream,2.1,410272,230.9,6
2865,Código Sombrio 2865,Filme,Suspense,2023,80,1,1,14 anos,Inglês,França,MegaStream,4.4,180383,173.79,3
2866,O Investigador 2866,Filme,Comédia,2013,114,1,1,12 anos,Inglês,Brasil,Cinema+,3.3,27244,181.54,1
2867,O Investigador 2867,Série,Romance,2021,23,4,95,14 anos,Espanhol,Inglaterra,PlayTV,3.6,460716,22.3,19
2868,Mistérios da Cidade 2868,Série,Suspense,2013,21,1,21,Livre,Espanhol,França,Vision,3.9,464294,75.24,20
2869,O Investigador 2869,Série,Romance,2024,50,3,101,10 anos,Espanhol,Brasil,Vision,1.1,183163,147.48,6
2870,O Investigador 2870,Filme,Ficção Científica,1998,111,1,1,Livre,Espanhol,França,PlayTV,3.9,190416,151.68,0
2871,Operação Final 2871,Filme,Ação,2003,93,1,1,12 anos,Francês,França,Vision,3.6,129739,157.81,24
2872,Código Sombrio 2872,Série,Drama,2000,22,4,70,18 anos,Japonês,França,Vision,2.3,379197,102.24,11
2873,Código Sombrio 2873,Filme,Ficção Científica,2020,106,1,1,16 anos,Japonês,Brasil,MegaStream,2.1,450273,7.22,6
2874,O Investigador 2874,Filme,Ação,2016,118,1,1,Livre,Inglês,EUA,StreamFlix,3.5,374856,163.02,9
2875,O Investigador 2875,Filme,Fantasia,1998,109,1,1,12 anos,Espanhol,Coreia do Sul,MegaStream,2.9,463178,218.33,5
2876,O Reino Perdido 2876,Filme,Terror,1992,128,1,1,12 anos,Inglês,França,Cinema+,3.1,3692,138.35,20
2877,Amor em Paris 2877,Filme,Suspense,2017,89,1,1,18 anos,Espanhol,França,PlayTV,3.8,154937,97.54,17
2878,O Investigador 2878,Filme,Romance,2010,130,1,1,16 anos,Francês,EUA,MegaStream,3.4,44292,100.26,3
2879,Amor em Paris 2879,Série,Suspense,2002,21,4,98,12 anos,Português,França,Cinema+,1.4,435493,66.94,0
2880,Código Sombrio 2880,Filme,Ficção Científica,2005,116,1,1,10 anos,Português,Inglaterra,Cinema+,4.1,360561,104.93,14
2881,O Reino Perdido 2881,Filme,Fantasia,2025,112,1,1,Livre,Espanhol,Inglaterra,StreamFlix,2.7,160627,63.03,12
2882,O Último Horizonte 2882,Filme,Fantasia,2000,116,1,1,Livre,Japonês,EUA,PlayTV,4.0,310240,129.48,22
2883,Código Sombrio 2883,Filme,Terror,1997,175,1,1,14 anos,Francês,Brasil,StreamFlix,4.1,367594,201.87,23
2884,Código Sombrio 2884,Filme,Ação,2022,163,1,1,18 anos,Inglês,Japão,StreamFlix,2.9,8999,144.79,17
2885,Mistérios da Cidade 2885,Filme,Suspense,2016,80,1,1,Livre,Inglês,EUA,Vision,4.9,143720,134.69,21
2886,Operação Final 2886,Filme,Terror,2023,170,1,1,14 anos,Inglês,Coreia do Sul,Vision,3.1,282521,233.06,5
2887,Aventura no Espaço 2887,Série,Suspense,2009,20,6,117,Livre,Francês,Coreia do Sul,MegaStream,4.8,383299,19.52,20
2888,O Investigador 2888,Série,Drama,2022,60,4,30,16 anos,Inglês,Coreia do Sul,Cinema+,4.8,177439,204.19,21
2889,Mistérios da Cidade 2889,Filme,Drama,2009,124,1,1,Livre,Português,França,StreamFlix,1.9,111429,75.41,19
2890,Aventura no Espaço 2890,Série,Ficção Científica,2025,50,7,59,14 anos,Francês,França,Vision,4.3,382597,190.88,6
2891,Mistérios da Cidade 2891,Série,Drama,2022,22,5,75,12 anos,Francês,França,PlayTV,4.6,10048,115.75,9
2892,Amor em Paris 2892,Filme,Romance,2005,104,1,1,14 anos,Francês,EUA,PlayTV,2.0,199246,1.03,6
2893,O Reino Perdido 2893,Filme,Terror,2020,127,1,1,14 anos,Francês,Japão,StreamFlix,3.3,268015,197.23,19
2894,Código Sombrio 2894,Série,Suspense,1999,31,3,30,12 anos,Português,Inglaterra,StreamFlix,4.8,173321,17.58,16
2895,O Investigador 2895,Filme,Suspense,1996,150,1,1,12 anos,Francês,Coreia do Sul,Vision,1.7,273268,241.37,22
2896,Risos de Família 2896,Filme,Suspense,2013,157,1,1,12 anos,Espanhol,França,PlayTV,1.8,224114,78.17,24
2897,Amor em Paris 2897,Filme,Terror,1993,178,1,1,14 anos,Espanhol,França,Vision,3.3,160655,154.72,16
2898,Código Sombrio 2898,Série,Ação,2018,34,8,80,16 anos,Português,Brasil,PlayTV,4.1,290527,158.33,1
2899,Mistérios da Cidade 2899,Filme,Comédia,2003,89,1,1,18 anos,Português,EUA,PlayTV,1.7,435709,11.51,15
2900,Risos de Família 2900,Filme,Drama,2006,108,1,1,16 anos,Japonês,Inglaterra,PlayTV,2.6,119746,43.24,9
2901,O Investigador 2901,Filme,Comédia,2012,105,1,1,16 anos,Japonês,Brasil,PlayTV,2.9,433976,139.84,6
2902,Operação Final 2902,Filme,Romance,2013,154,1,1,14 anos,Francês,EUA,MegaStream,3.3,372530,107.79,5
2903,Mistérios da Cidade 2903,Série,Suspense,2009,27,1,97,12 anos,Espanhol,Brasil,PlayTV,3.5,25285,147.38,8
2904,Código Sombrio 2904,Filme,Fantasia,2022,178,1,1,16 anos,Espanhol,Brasil,Cinema+,2.5,429458,185.35,0
2905,Mistérios da Cidade 2905,Filme,Fantasia,2009,174,1,1,12 anos,Japonês,Inglaterra,Vision,4.4,417444,195.52,20
2906,Aventura no Espaço 2906,Série,Romance,2001,30,2,78,18 anos,Português,EUA,PlayTV,3.2,417813,46.66,3
2907,Operação Final 2907,Série,Terror,1992,54,1,24,14 anos,Espanhol,EUA,StreamFlix,2.0,476368,69.58,13
2908,O Investigador 2908,Filme,Ação,1997,159,1,1,18 anos,Espanhol,EUA,MegaStream,1.9,449048,225.84,22
2909,O Último Horizonte 2909,Série,Fantasia,2015,55,4,24,16 anos,Inglês,Inglaterra,StreamFlix,2.3,318656,187.58,10
2910,Além do Tempo 2910,Série,Terror,2009,36,4,75,16 anos,Japonês,França,Vision,4.4,417800,37.3,4
2911,Aventura no Espaço 2911,Filme,Drama,2001,96,1,1,16 anos,Inglês,França,PlayTV,1.3,188090,65.09,9
2912,Operação Final 2912,Série,Ação,2012,32,5,100,12 anos,Português,Japão,Cinema+,3.9,213082,29.67,17
2913,Amor em Paris 2913,Série,Drama,2010,26,6,43,12 anos,Português,Brasil,Cinema+,2.6,346313,226.12,16
2914,Operação Final 2914,Série,Terror,2016,26,7,16,16 anos,Português,Coreia do Sul,Vision,3.9,232416,66.77,5
2915,Além do Tempo 2915,Série,Ficção Científica,1994,20,2,110,12 anos,Francês,Brasil,Cinema+,2.9,164991,93.58,25
2916,O Reino Perdido 2916,Filme,Ficção Científica,2003,177,1,1,12 anos,Português,Brasil,Vision,1.4,383788,8.87,17
2917,Operação Final 2917,Série,Terror,1993,30,4,115,18 anos,Francês,Brasil,StreamFlix,4.2,595,194.4,13
2918,Mistérios da Cidade 2918,Série,Ação,2002,60,3,96,Livre,Português,Inglaterra,Cinema+,3.7,221660,54.76,11
2919,Operação Final 2919,Filme,Romance,2003,86,1,1,18 anos,Japonês,França,Cinema+,2.2,84412,33.71,10
2920,Além do Tempo 2920,Filme,Suspense,2001,154,1,1,18 anos,Português,Coreia do Sul,Cinema+,2.4,333017,37.31,5
2921,Código Sombrio 2921,Série,Ação,1996,36,6,9,18 anos,Japonês,EUA,MegaStream,1.9,282163,247.16,24
2922,O Último Horizonte 2922,Filme,Ficção Científica,1993,141,1,1,Livre,Inglês,Inglaterra,Cinema+,1.6,230769,155.14,1
2923,O Investigador 2923,Filme,Ação,2012,124,1,1,14 anos,Japonês,França,PlayTV,4.1,463322,60.99,10
2924,Amor em Paris 2924,Série,Drama,2011,54,3,110,Livre,Inglês,Japão,Cinema+,3.0,37780,121.53,21
2925,Mistérios da Cidade 2925,Série,Drama,2005,42,6,6,14 anos,Francês,Japão,Vision,2.9,479950,136.28,1
2926,O Investigador 2926,Filme,Comédia,1998,135,1,1,14 anos,Japonês,EUA,PlayTV,3.3,394251,249.3,7
2927,Além do Tempo 2927,Série,Romance,2008,47,2,103,14 anos,Inglês,França,Cinema+,3.9,148275,13.32,14
2928,O Investigador 2928,Série,Fantasia,2013,43,4,75,14 anos,Espanhol,Inglaterra,MegaStream,3.7,359353,203.47,20
2929,Código Sombrio 2929,Filme,Fantasia,2017,90,1,1,18 anos,Espanhol,Japão,Cinema+,1.3,337280,14.28,6
2930,Operação Final 2930,Série,Fantasia,2021,20,6,117,16 anos,Inglês,Brasil,Vision,3.3,87454,9.25,11
2931,Risos de Família 2931,Filme,Fantasia,2018,95,1,1,Livre,Japonês,Brasil,StreamFlix,5.0,409174,89.61,3
2932,Amor em Paris 2932,Filme,Terror,2011,87,1,1,12 anos,Inglês,Brasil,StreamFlix,4.8,432761,148.99,19
